An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,cod_siiir_pj,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email,numar_elevi,limba_de_predare,nivel_invatamant,numar_subunitati,nr_rural,nr_urban
2024-2025,AB,Blaj,1357,Urban,181102988,Clubul Sportiv Școlar Blaj,Blaj,1357,Urban,500139,181102988,Css Blaj,Clubul Sportiv Școlar Blaj,Club Sportiv Școlar,Pj,4613695,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Str. Avram Iancu,2,515400.0,258710427.0,258710427.0,Css.Blaj@Isjalba.Ro,,,,,,
2024-2025,AB,Blaj,1357,Urban,161102327,"Colegiul Național ""Inochentie Micu Clain"" Blaj",Blaj,1357,Urban,308191,161102327,"Colegiul ""I.M.Clain"" Blaj","Colegiul Național ""Inochentie Micu Clain"" Blaj",Unitate de Învățământ,Pj,4563155,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Simion Bărnuțiu,2,515400.0,258711208.0,258710661.0,Imc.Blaj@Isjalba.Ro,1161.0,"['Limba germană', 'Limba română']","['Antepreşcolar', 'Gimnazial', 'Liceal', 'Preșcolar', 'Primar']",3.0,0.0,42.0
2024-2025,AB,Blaj,1357,Urban,161103296,"Grădinița cu Program Prelungit ""Lumea Copiilor"" Blaj",Blaj,1357,Urban,301600,161103296,Gpp Lumea Copilor Blaj,"Grădinița cu Program Prelungit ""Lumea Copiilor"" Blaj",Unitate de Învățământ,Pj,24434996,Program Prelungit,Buget,Publică de Interes Național Și Local,Câmpul Libertății,30,515400.0,258711023.0,258711023.0,Gpplc.Blaj@Isjalba.Ro,245.0,"['Limba maghiară', 'Limba română']",['Preșcolar'],1.0,0.0,12.0
2024-2025,AB,Blaj,1357,Urban,161102761,"Liceul Tehnologic ""Ștefan Manciulea"" Blaj",Blaj,1357,Urban,844559,161102761,"Lic.Teh. ""St. Manciulea"" Blaj","Liceul Tehnologic ""Ștefan Manciulea"" Blaj",Unitate de Învățământ,Pj,4563090,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Piata 1848,3,515400.0,258710655.0,258711021.0,Sm.Blaj@Isjalba.Ro,603.0,['Limba română'],"['Gimnazial', 'Liceal', 'Postliceal', 'Profesional']",1.0,0.0,29.0
2024-2025,AB,Blaj,1357,Urban,161102458,"Liceul Tehnologic ""Timotei Cipariu"" Blaj",Blaj,1357,Urban,792031,161102458,"Lic.Teh. ""T.Cipariu"" Blaj","Liceul Tehnologic ""Timotei Cipariu"" Blaj",Unitate de Învățământ,Pj,4613776,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Dr. Vasile Suciu,25,515400.0,258713630.0,258713630.0,Tc.Blaj@Isjalba.Ro,333.0,['Limba română'],"['Gimnazial', 'Liceal', 'Primar', 'Profesional']",1.0,0.0,31.0
2024-2025,AB,Blaj,1357,Urban,161102309,"Liceul Teologic Greco-Catolic ""Sfântul Vasile cel Mare"" Blaj",Blaj,1357,Urban,3102134,161102309,Lic. Teologic Blaj,"Liceul Teologic Greco-Catolic ""Sfântul Vasile cel Mare"" Blaj",Unitate de Învățământ,Pj,32587249,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Piața 1848,3,515400.0,258711904.0,258712228.0,Cat.Blaj@Isjalba.Ro,389.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar']",1.0,0.0,16.0
2024-2025,AB,Blaj,1357,Urban,161102535,"Școala Gimnazială ""Toma Cocișiu"" Blaj",Blaj,1357,Urban,303971,161102535,"S08 ""T. Cocișiu"" Blaj","Școala Gimnazială ""Toma Cocișiu"" Blaj",Unitate de Învățământ,Pj,12864523,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Republicii,48,515400.0,258711933.0,258711933.0,Sctc.Blaj@Isjalba.Ro,446.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Primar']",2.0,4.0,21.0
2024-2025,AB,Blaj,1357,Urban,161205884,Școala Postliceală Sanitară Blaj,Blaj,1357,Urban,,161205884,Spl.Sanitară Blaj,Școala Postliceală Sanitară Blaj,Unitate de Învățământ,Pj,39832876,Un Schimb/Zi,Taxă,Privată,Andrei Muresan,5,515400.0,285712162.0,258712162.0,Sps.Blaj@Isjalba.Ro,45.0,['Limba română'],['Postliceal'],1.0,0.0,3.0
2024-2025,AB,Blandiana,3404,Rural,161102788,Școala Gimnazială Blandiana,Blandiana,3404,Rural,304872,161102788,S08 Blandiana,Școala Gimnazială Blandiana,Unitate de Învățământ,Pj,12864698,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,204A,517160.0,258760708.0,258760708.0,Sc.Blandiana@Isjalba.Ro,95.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,AB,Bucerdea Grânoasă,4204,Rural,161102906,"Școala Gimnazială ""Ioan Maiorescu"" Bucerdea Grânoasă",Bucerdea Grânoasă,4204,Rural,305357,161102906,S08 Bucerdea Grânoasă,"Școala Gimnazială ""Ioan Maiorescu"" Bucerdea Grânoasă",Unitate de Învățământ,Pj,19006373,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Ioan Maiorescu,130,517261.0,258883221.0,258883221.0,Sc.Bucerdeagr@Isjalba.Ro,229.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",2.0,19.0,0.0
2024-2025,AB,Bucium,3468,Rural,161102354,"Școala Gimnazială ""Ion Agârbiceanu"" Bucium",Bucium,3468,Rural,305022,161102354,"S08 ""Ion Agârbiceanu"" Bucium Sasa","Școala Gimnazială ""Ion Agârbiceanu"" Bucium",Unitate de Învățământ,Pj,12864590,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,34,517165.0,799921671.0,258784103.0,Sc.Bucium@Isjalba.Ro,68.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,20.0,0.0
2024-2025,AB,Câlnic,4115,Rural,161103025,Școala Gimnazială Câlnic,Câlnic,4115,Rural,305278,161103025,S08 Câlnic,Școala Gimnazială Câlnic,Unitate de Învățământ,Pj,12839724,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,330,517205.0,258747116.0,258747116.0,Sc.Cilnic@Isjalba.Ro,228.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,20.0,0.0
2024-2025,AB,Câmpeni,1464,Urban,161100094,"Colegiul Național ""Avram Iancu"" Câmpeni",Câmpeni,1464,Urban,308189,161100094,"Colegiul ""Ai"" Câmpeni","Colegiul Național ""Avram Iancu"" Câmpeni",Unitate de Învățământ,Pj,4331090,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Oituz,3,515500.0,258771232.0,258771232.0,Ai.Cimpeni@Isjalba.Ro,436.0,['Limba română'],"['Gimnazial', 'Liceal']",1.0,0.0,17.0
2024-2025,AB,Câmpeni,1464,Urban,161103043,"Grădinița cu Program Prelungit ""Piticot"" Câmpeni",Câmpeni,1464,Urban,1230470,161103043,Gpp Piticot Câmpeni,"Grădinița cu Program Prelungit ""Piticot"" Câmpeni",Unitate de Învățământ,Pj,29169041,Program Prelungit,Buget,Publică de Interes Național Și Local,Plopului,3,515500.0,258771861.0,258771861.0,Gpp.Cimpeni@Isjalba.Ro,167.0,['Limba română'],['Preșcolar'],2.0,0.0,6.0
2024-2025,AB,Câmpeni,1464,Urban,161103016,Liceul Tehnologic Silvic Câmpeni,Câmpeni,1464,Urban,792639,161103016,Lic. Teh. Silvic Câmpeni,Liceul Tehnologic Silvic Câmpeni,Unitate de Învățământ,Pj,4331082,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Izvoarelor,2,515500.0,258771544.0,258771544.0,Lts.Cimpeni@Isjalba.Ro,666.0,['Limba română'],"['Liceal', 'Postliceal', 'Profesional']",1.0,0.0,24.0
2024-2025,AB,Câmpeni,1464,Urban,161102639,Școala Gimnazială Câmpeni,Câmpeni,1464,Urban,1163055,161102639,S08 Câmpeni,Școala Gimnazială Câmpeni,Unitate de Învățământ,Pj,12877736,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Motilor,29,515500.0,258771560.0,258771560.0,Sc.Cimpeni@Isjalba.Ro,585.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,18.0,9.0
2024-2025,AB,Câmpeni,1464,Urban,161205708,"Școala Postliceală ""Henri Coandă"" Câmpeni",Câmpeni,1464,Urban,,161205708,"Spl ""H.Coandă"" Câmpeni","Școala Postliceală ""Henri Coandă"" Câmpeni",Unitate de Învățământ,Pj,36476863,Un Schimb/Zi,Taxă,Privată,Izvoarelor,2,515500.0,258771544.0,258771544.0,Sphc.Cimpeni@Isjalba.Ro,161.0,['Limba română'],['Postliceal'],1.0,0.0,6.0
2024-2025,AB,Cenade,3770,Rural,161102942,"Școala Gimnazială ""Ion Agârbiceanu"" Cenade",Cenade,3770,Rural,305084,161102942,S08 Cenade,"Școala Gimnazială ""Ion Agârbiceanu"" Cenade",Unitate de Învățământ,Pj,12899076,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,250,517210.0,258789008.0,258789008.0,Sc.Cenade@Isjalba.Ro,88.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,AB,Cergău,3814,Rural,161102467,"Școala Gimnazială ""Aron Cotruș"" Cergău Mare",Cergău Mare,3814,Rural,305096,161102467,"S08 ""Aron Cotruș"" Cergău Mare","Școala Gimnazială ""Aron Cotruș"" Cergău Mare",Unitate de Învățământ,Pj,12857526,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,166,517216.0,258719125.0,258719125.0,Sc.Cergau@Isjalba.Ro,128.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,AB,Cetatea de Baltă,3967,Rural,161103459,"Școala Gimnazială ""Ștefan cel Mare"" Cetatea de Baltă",Cetatea de Baltă,3967,Rural,305163,161103459,"S08 ""Ștefan cel Mare"" Cetatea de Baltă","Școala Gimnazială ""Ștefan cel Mare"" Cetatea de Baltă",Unitate de Învățământ,Pj,12864515,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Postei,18,517235.0,258886114.0,258886114.0,Sc.Cetateadebalta@Isjalba.Ro,235.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",4.0,26.0,0.0
2024-2025,AB,Ciugud,1080,Rural,161103052,Școala Gimnazială Ciugud,Ciugud,1080,Rural,303751,161103052,S08 Ciugud,Școala Gimnazială Ciugud,Unitate de Învățământ,Pj,12857518,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,127,517240.0,258841383.0,258841383.0,Sc.Ciugud@Isjalba.Ro,358.0,['Limba română'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",2.0,17.0,0.0
2024-2025,AB,Ciuruleasa,4017,Rural,161102404,Școala Gimnazială Ciuruleasa,Ciuruleasa,4017,Rural,305216,161102404,S08 Ciuruleasa,Școala Gimnazială Ciuruleasa,Unitate de Învățământ,Pj,12857577,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Centru,1A,517250.0,744550945.0,258782120.0,Sc.Ciuruleasa@Isjalba.Ro,83.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,20.0,0.0
2024-2025,AB,Crăciunelu de Jos,4197,Rural,161103414,Școala Gimnazială Crăciunelu de Jos,Crăciunelu de Jos,4197,Rural,305345,161103414,S08 Crăciunelu de Jos,Școala Gimnazială Crăciunelu de Jos,Unitate de Învățământ,Pj,12905739,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,6 Martie,66,517260.0,258883526.0,258883526.0,Sc.Craciunelu@Isjalba.Ro,166.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,AB,Cricău,4151,Rural,161102915,"Școala Gimnazială ""Decebal"" Cricău",Cricău,4151,Rural,305307,161102915,S08 Cricău,"Școala Gimnazială ""Decebal"" Cricău",Unitate de Învățământ,Pj,12905747,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,319,517265.0,258845105.0,258845105.0,Sc.Cricau@Isjalba.Ro,128.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,15.0,0.0
2024-2025,AB,Cugir,1703,Urban,161102951,"Colegiul Național ""David Prodan"" Cugir",Cugir,1703,Urban,308206,161102951,"Colegiul ""D.P."" Cugir","Colegiul Național ""David Prodan"" Cugir",Unitate de Învățământ,Pj,4613849,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Victoriei,15,515600.0,258751306.0,258751134.0,Dp.Cugir@Isjalba.Ro,303.0,['Limba română'],['Liceal'],1.0,0.0,12.0
2024-2025,AB,Cugir,1703,Urban,161103355,"Liceul Tehnologic ""Ion D. Lăzărescu"" Cugir",Cugir,1703,Urban,1180235,161103355,"Lic. Tehn. ""I.D.L."" Cugir","Liceul Tehnologic ""Ion D. Lăzărescu"" Cugir",Unitate de Învățământ,Pj,4765880,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Victoriei,9,515600.0,258751028.0,258751028.0,Idl.Cugir@Isjalba.Ro,367.0,['Limba română'],"['Liceal', 'Profesional']",2.0,0.0,19.0
2024-2025,AB,Cugir,1703,Urban,161103287,"Școala Gimnazială ""Iosif Pervain"" Cugir",Cugir,1703,Urban,304157,161103287,"S08 ""I. Pervain"" Cugir","Școala Gimnazială ""Iosif Pervain"" Cugir",Unitate de Învățământ,Pj,12828180,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,21 Decembrie 1989,157,515600.0,258752287.0,258752287.0,Scip.Cugir@Isjalba.Ro,363.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,4.0,19.0
2024-2025,AB,Cugir,1703,Urban,161104519,"Școala Gimnazială ""Singidava"" Cugir",Cugir,1703,Urban,3085245,161104519,"S08 ""Singidava""Cugir","Școala Gimnazială ""Singidava"" Cugir",Unitate de Învățământ,Pj,12828210,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Alexandru Sahia,16,515600.0,258751727.0,258751727.0,Scs.Cugir@Isjalba.Ro,657.0,['Limba română'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",4.0,0.0,33.0
2024-2025,AB,Cugir,1703,Urban,161102363,Școala Gimnazială Nr.3 Cugir,Cugir,1703,Urban,1163067,161102363,S08 Nr.3 Cugir,Școala Gimnazială Nr.3 Cugir,Unitate de Învățământ,Pj,12828202,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Aleea Constructorului,1,515600.0,258751075.0,258751075.0,Sc3.Cugir@Isjalba.Ro,716.0,['Limba română'],"['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",5.0,0.0,28.0
2024-2025,AB,Cugir,1703,Urban,161205812,"Școala Postliceală ""Med-Farm Speranța"" Cugir",Cugir,1703,Urban,,161205812,"Spl ""Med-Farm Speranța"" Cugir","Școala Postliceală ""Med-Farm Speranța"" Cugir",Unitate de Învățământ,Pj,41080724,Un Schimb/Zi,Taxă,Privată,Gheorghe Asachi,13A,515600.0,722363014.0,358401363.0,Scsperanta.Cugir@Isjalba.Ro,27.0,['Limba română'],['Postliceal'],1.0,0.0,2.0
2024-2025,AB,Cut,4124,Rural,161100117,"Școala Gimnazială ""Septimiu Albini"" Cut",Cut,4124,Rural,305280,161100117,S08 Cut,"Școala Gimnazială ""Septimiu Albini"" Cut",Unitate de Învățământ,Pj,16675730,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,226,517206.0,258745256.0,258745256.0,Sc.Cut@Isjalba.Ro,91.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,11.0,0.0
2024-2025,AB,Daia Română,4259,Rural,161103129,Școala Gimnazială Daia Română,Daia Română,4259,Rural,305371,161103129,S08 Daia Română,Școala Gimnazială Daia Română,Unitate de Învățământ,Pj,12840958,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Sălciilor,649A,517270.0,258763183.0,258763183.0,Sc.Daia@Isjalba.Ro,283.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,12.0,0.0
2024-2025,AB,Doștat,4277,Rural,161102517,Școala Gimnazială Doștat,Doștat,4277,Rural,305383,161102517,S08 Doștat,Școala Gimnazială Doștat,Unitate de Învățământ,Pj,12917180,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,235,517275.0,258764601.0,358401331.0,Sc.Dostat@Isjalba.Ro,143.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,20.0,0.0
2024-2025,AB,Șpring,7990,Rural,161105823,Școala Gimnazială Drașov,Drașov,7990,Rural,307616,161105823,S08 Drașov,Școala Gimnazială Drașov,Unitate de Învățământ,Pj,39820740,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,98,517769.0,258764020.0,258765065.0,Sc.Drasov@Isjalba.Ro,214.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",8.0,35.0,0.0
2024-2025,AB,Fărău,4311,Rural,161102924,Școala Gimnazială Fărău,Fărău,4311,Rural,305400,161102924,S08 Fărău,Școala Gimnazială Fărău,Unitate de Învățământ,Pj,12864604,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,274,517280.0,258867113.0,258867113.0,Sc.Farau@Isjalba.Ro,86.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",4.0,15.0,0.0
2024-2025,AB,Galda de Jos,4375,Rural,161100067,"Școala Gimnazială ""Nicolae Drăgan"" Galda de Jos",Galda de Jos,4375,Rural,305450,161100067,S08 Galda de Jos,"Școala Gimnazială ""Nicolae Drăgan"" Galda de Jos",Unitate de Învățământ,Pj,12828245,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Principala,247,517285.0,258846123.0,258846123.0,Sc.Galda@Isjalba.Ro,352.0,"['Limba maghiară', 'Limba română']","['Antepreşcolar', 'Gimnazial', 'Preșcolar', 'Primar']",7.0,39.0,0.0
2024-2025,AB,Gârbova,4491,Rural,161102259,Școala Gimnazială Gârbova,Gârbova,4491,Rural,305539,161102259,S08 Gârbova,Școala Gimnazială Gârbova,Unitate de Învățământ,Pj,12917164,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Scolii,79,517305.0,258748114.0,258748114.0,Sc.Garbova@Isjalba.Ro,213.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,19.0,0.0
2024-2025,AB,Gârda de Sus,4534,Rural,161103224,"Școala Gimnazială ""Emil Racovița "" Gârda de Sus",Gârda de Sus,4534,Rural,305565,161103224,"S08 ""Emil Racovița "" Gârda de Sus","Școala Gimnazială ""Emil Racovița "" Gârda de Sus",Unitate de Învățământ,Pj,12848722,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,50 A,517310.0,358402993.0,258778123.0,Sc.Girda@Isjalba.Ro,115.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,27.0,0.0
2024-2025,AB,Hopârta,4712,Rural,161102413,Școala Gimnazială Hopârta,Hopârta,4712,Rural,305644,161102413,S08 Hopârta,Școala Gimnazială Hopârta,Unitate de Învățământ,Pj,12841015,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,22,517335.0,258875730.0,258875730.0,Sc.Hopirta@Isjalba.Ro,146.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",4.0,20.0,0.0
2024-2025,AB,Horea,4776,Rural,161102883,"Școala Gimnazială ""Horea"" Horea",Horea,4776,Rural,305694,161102883,"S08 ""Horea"" Horea","Școala Gimnazială ""Horea"" Horea",Unitate de Învățământ,Pj,12857585,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Nicola Vasile Ursu,22,517340.0,258701071.0,258701071.0,Sc.Horea@Isjalba.Ro,160.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,22.0,0.0
2024-2025,AB,Ighiu,4936,Rural,161102693,"Școala Gimnazială ""Mihai Eminescu"" Ighiu",Ighiu,4936,Rural,305773,161102693,S08 Ighiu,"Școala Gimnazială ""Mihai Eminescu"" Ighiu",Unitate de Învățământ,Pj,12828270,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Școlii,32,517360.0,258844207.0,258844207.0,Sc.Ighiu@Isjalba.Ro,558.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",9.0,47.0,0.0
2024-2025,AB,Jidvei,5112,Rural,161102232,Liceul Tehnologic Jidvei,Jidvei,5112,Rural,308256,161102232,Lic. Teh. Jidvei,Liceul Tehnologic Jidvei,Unitate de Învățământ,Pj,10478976,Două Schimburi/Zi,Buget,Publică de Interes Național Și Local,Perilor,19,517385.0,258881124.0,258881124.0,Lt.Jidvei@Isjalba.Ro,779.0,['Limba română'],"['Gimnazial', 'Liceal', 'Preșcolar', 'Primar', 'Profesional']",7.0,54.0,0.0
2024-2025,AB,Livezile,5176,Rural,161102666,Școala Gimnazială Livezile,Livezile,5176,Rural,305943,161102666,S08 Livezile,Școala Gimnazială Livezile,Unitate de Învățământ,Pj,12848641,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,186,517390.0,258868122.0,258868122.0,Sc.Livezile@Isjalba.Ro,33.0,['Limba română'],"['Preșcolar', 'Primar']",2.0,8.0,0.0
2024-2025,AB,Lopadea Nouă,5229,Rural,161103147,Școala Gimnazială Lopadea Nouă,Lopadea Nouă,5229,Rural,305981,161103147,S08 Lopadea Nouă,Școala Gimnazială Lopadea Nouă,Unitate de Învățământ,Pj,12841023,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,60,517395.0,258875200.0,258875200.0,Sc.Lopadea@Isjalba.Ro,164.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",5.0,26.0,0.0
2024-2025,AB,Lunca Mureșului,5318,Rural,161102345,"Școala Gimnazială ""Simion Lazăr"" Lunca Mureșului",Lunca Mureșului,5318,Rural,306052,161102345,S08 Lunca Mureșului,"Școala Gimnazială ""Simion Lazăr"" Lunca Mureșului",Unitate de Învățământ,Pj,12864582,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Garii,241 A,517405.0,258878134.0,258878134.0,Sc.Lunca@Isjalba.Ro,318.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",2.0,24.0,0.0
2024-2025,AB,Lupșa,5345,Rural,161102779,"Școala Gimnazială ""Dr.Petru Span"" Lupșa",Lupșa,5345,Rural,306076,161102779,"S08 ""Dr.Petru Span"" Lupșa","Școala Gimnazială ""Dr.Petru Span"" Lupșa",Unitate de Învățământ,Pj,12839708,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,5,517410.0,258769107.0,258769107.0,Sc.Lupsa@Isjalba.Ro,181.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",5.0,23.0,0.0
2024-2025,AB,Meteș,5586,Rural,161102381,Școala Gimnazială Meteș,Meteș,5586,Rural,306167,161102381,S08 Meteș,Școala Gimnazială Meteș,Unitate de Învățământ,Pj,12864574,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,51,517445.0,258849011.0,258849011.0,Sc.Metes@Isjalba.Ro,160.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",6.0,27.0,0.0
2024-2025,AB,Mihalț,5719,Rural,161103034,"Școala Gimnazială ""Ion Breazu"" Mihalț",Mihalț,5719,Rural,306246,161103034,S08 Mihalț,"Școala Gimnazială ""Ion Breazu"" Mihalț",Unitate de Învățământ,Pj,12840990,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,341,517465.0,258718108.0,258718108.0,Sc.Mihalt@Isjalba.Ro,241.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,15.0,0.0
2024-2025,AB,Mirăslău,5764,Rural,161102743,Școala Gimnazială Mirăslău,Mirăslău,5764,Rural,3102110,161102743,S08 Mirăslău,Școala Gimnazială Mirăslău,Unitate de Învățământ,Pj,12848633,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principală,29,517470.0,258879042.0,258879042.0,Sc.Miraslau@Isjalba.Ro,99.0,"['Limba maghiară', 'Limba română']","['Gimnazial', 'Preșcolar', 'Primar']",4.0,26.0,0.0
2024-2025,AB,Mogoș,5835,Rural,161103192,Școala Gimnazială Mogoș,Mogoș,5835,Rural,306349,161103192,S08 Mogoș,Școala Gimnazială Mogoș,Unitate de Învățământ,Pj,12857593,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Principala,38 B,517480.0,258855528.0,258855528.0,Sc.Mogos@Isjalba.Ro,26.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",2.0,11.0,0.0
2024-2025,AB,Noșlac,6057,Rural,161102707,Școala Gimnazială Noșlac,Noșlac,6057,Rural,306428,161102707,S08 Noșlac,Școala Gimnazială Noșlac,Unitate de Învățământ,Pj,12864647,Un Schimb/Zi,Buget,Publică de Interes Național Și Local,Scolii,1,517515.0,258889109.0,258889109.0,Sc.Noslac@Isjalba.Ro,138.0,['Limba română'],"['Gimnazial', 'Preșcolar', 'Primar']",3.0,15.0,0.0
